querytime,from,to,occupancy,train_series,train_direction,train_type
2019-05-22 06:41:20+02:00,8833001,8811288,medium,93200,back,S
2019-05-22 06:41:10+02:00,8833233,8833001,low,2400,back,L
2019-05-22 08:40:15+02:00,8821121,8813003,medium,3300,back,IC
2019-05-22 12:37:12+02:00,8892080,8813003,low,400,away,IC
2019-05-22 12:59:23+02:00,8896909,8896925,high,800,away,IC
2019-05-22 16:23:54+02:00,8812005,8821600,medium,8200,away,P
2019-05-22 16:52:30+02:00,8891009,8892007,high,500,away,IC
2019-05-22 17:08:36+02:00,8821600,8821907,medium,4200,back,IC
2019-06-07 05:17:47+02:00,8895208,8895430,low,7900,away,P
2019-06-07 08:02:46+02:00,8814134,8814001,medium,11700,away,S
2019-06-07 12:43:48+02:00,8833308,8833050,high,3600,back,IC
2019-06-07 14:21:07+02:00,8893120,8821121,medium,3000,back,IC
2019-08-13 08:06:08+02:00,8833001,8813003,medium,3600,back,IC
2019-08-13 08:38:08+02:00,8812005,8813003,low,3600,back,IC
2019-08-13 08:38:04+02:00,8819406,8812005,low,3600,back,IC
2019-08-13 13:45:00+02:00,8814001,8814266,medium,11900,back,S
2019-08-13 14:34:44+02:00,8892734,8892601,medium,7900,away,P
2019-08-13 20:22:26+02:00,8833001,8812005,high,500,back,IC
2019-07-21 11:18:49+02:00,8821006,8813003,high,3300,back,IC
2019-07-21 19:41:56+02:00,8821006,8727100,low,9300,away,THA
2019-07-21 19:42:05+02:00,8821006,8727100,medium,9300,away,THA
2019-07-17 07:30:42+02:00,8833308,8812005,high,1700,back,IC
2019-07-17 10:39:48+02:00,8833308,8833001,high,1500,back,IC
2019-07-17 12:38:23+02:00,8821006,8400058,low,9200,away,IC
2019-07-17 16:49:21+02:00,8812005,8812021,high,32200,away,S
2019-07-17 18:12:06+02:00,8812005,8811916,medium,2100,away,IC
2019-07-17 18:12:11+02:00,8811916,8811304,medium,2100,away,IC
2019-07-17 18:12:16+02:00,8811304,8811601,medium,2100,away,IC
2019-07-17 20:13:43+02:00,8891009,8894508,medium,1800,away,IC
2019-07-05 05:51:08+02:00,8812062,8814001,low,103800,away,S
2019-07-05 07:35:20+02:00,8814001,8812005,medium,2800,away,IC
2019-07-05 08:14:52+02:00,8811601,8811304,medium,2100,back,IC
2019-07-05 08:14:58+02:00,8811916,8812005,low,2100,back,IC
2019-07-05 13:14:08+02:00,8841004,8814001,low,400,back,IC
2019-07-05 16:06:18+02:00,8812005,8892007,low,1500,back,IC
2019-07-05 16:10:30+02:00,8814001,8813003,low,3600,away,IC
2019-07-05 16:29:36+02:00,8822004,8822608,high,2700,away,L
2019-07-05 16:29:39+02:00,8822004,8822608,high,2700,away,L
2019-07-05 16:29:32+02:00,8822004,8822608,high,2700,away,L
2019-07-05 16:50:02+02:00,8883113,8881166,low,1700,back,IC
2019-07-05 18:13:13+02:00,8812005,8811916,medium,2400,away,IC
2019-09-16 06:39:10+02:00,8896909,8892205,high,800,back,IC
2019-09-16 06:39:14+02:00,8892205,8892106,high,7000,away,P
2019-09-16 06:39:04+02:00,8892205,8892106,medium,7000,away,P
2019-09-16 07:51:29+02:00,8895802,8814001,high,2300,away,IC
2019-09-16 08:48:45+02:00,8812062,8812047,medium,103800,away,S
2019-09-16 08:51:26+02:00,8812062,8813003,medium,103800,away,S
2019-09-16 10:58:58+02:00,8895802,8895208,low,2300,back,IC
2019-09-16 21:02:22+02:00,8831401,8831005,medium,2600,away,IC
2019-07-26 07:57:32+02:00,8822814,8824240,high,322500,away,S
2019-07-26 08:17:10+02:00,8727100,8814001,high,9300,away,THA
2019-07-26 08:26:00+02:00,8814308,8821717,medium,3400,away,IC
2019-07-26 12:32:48+02:00,8822137,8822145,high,500,back,L
2019-07-26 12:42:51+02:00,8832375,8831781,low,1500,away,IC
2019-07-26 14:16:47+02:00,8814001,8892007,low,1500,back,IC
2019-07-26 14:21:28+02:00,8892007,8891140,low,1500,back,IC
2019-07-26 14:49:59+02:00,8831765,8812005,low,1500,back,IC
2019-07-26 16:54:09+02:00,8813003,8841004,high,8400,back,P
2019-07-26 17:36:49+02:00,8892007,8891660,low,2800,back,IC
2019-06-04 07:42:57+02:00,8814134,8814001,medium,11700,away,S
2019-06-04 08:07:29+02:00,8814142,8814449,high,93200,away,S
2019-06-04 08:07:19+02:00,8814167,8814142,high,93200,away,S
2019-06-04 08:11:52+02:00,8814449,8811411,medium,93200,away,S
2019-06-04 16:28:05+02:00,8896115,8896008,high,400,back,IC
2019-06-04 19:35:49+02:00,8895760,8813003,low,61500,away,S
2019-05-12 13:18:28+02:00,8892007,8821121,low,1800,away,IC
2019-05-12 13:19:18+02:00,8892007,8821006,low,1800,away,IC
2019-05-12 13:19:09+02:00,8892007,8821006,high,1800,away,IC
2019-05-12 14:40:08+02:00,8833001,8822517,low,2700,away,L
2019-05-12 14:40:05+02:00,8833274,8833001,low,2400,back,L
2019-05-12 18:36:24+02:00,8864469,8841004,high,5500,back,L
2019-05-05 09:21:10+02:00,8833274,8833001,medium,2600,back,IC
2019-05-05 09:21:04+02:00,8833274,8833001,medium,2600,back,IC
2019-05-05 10:18:39+02:00,8833001,8891702,high,500,back,IC
2019-05-05 11:27:13+02:00,8814001,8892007,medium,1500,back,IC
2019-05-05 11:27:09+02:00,8813003,8814001,medium,1500,back,IC
2019-05-05 11:27:17+02:00,8892007,8891140,medium,1500,back,IC
2019-05-05 11:26:56+02:00,8833001,8812005,low,1500,back,IC
2019-05-05 11:27:02+02:00,8812005,8813003,medium,1500,back,IC
2019-05-05 11:43:03+02:00,8891140,8891009,medium,1500,back,IC
2019-05-05 18:25:48+02:00,8892452,8892304,high,12600,back,IC
2019-05-05 18:26:37+02:00,8892304,8892320,high,12600,back,IC
2019-05-05 18:26:54+02:00,8892304,8892320,high,12600,back,IC
2019-05-05 18:37:52+02:00,8896800,8896909,medium,2300,away,IC
2019-05-05 18:49:06+02:00,8891124,8891132,high,500,away,L
2019-05-05 18:49:24+02:00,8891157,8891140,high,500,back,L
2019-05-05 18:49:53+02:00,8891124,8891132,high,500,away,L
2019-05-05 18:50:09+02:00,8891116,8891124,high,500,away,L
2019-05-05 18:50:14+02:00,8891124,8891132,high,500,away,L
2019-05-05 18:50:22+02:00,8891124,8891132,high,500,away,L
2019-05-05 18:50:33+02:00,8891124,8891132,high,500,away,L
2019-05-05 18:50:37+02:00,8891124,8891132,high,500,away,L
2019-05-05 18:50:57+02:00,8891124,8891132,high,500,away,L
2019-05-05 18:51:03+02:00,8891116,8891124,high,500,away,L
2019-05-05 18:51:21+02:00,8891132,8891124,high,500,back,L
2019-05-05 18:51:32+02:00,8891132,8891124,high,500,back,L
2019-05-05 18:52:14+02:00,8891140,8891009,high,2800,back,IC
2019-10-24 08:30:02+02:00,8886009,8883436,high,3200,away,IC
2019-10-24 14:31:32+02:00,8811916,8811536,high,86500,back,S
2019-10-24 16:04:12+02:00,8814001,8892007,medium,1500,back,IC
2019-10-24 19:30:15+02:00,8814001,8833001,low,1500,away,IC
2019-04-18 05:16:06+02:00,8833274,8833266,low,2400,back,L
2019-04-18 05:35:17+02:00,8895208,8895802,high,2300,away,IC
2019-04-18 07:57:23+02:00,8821832,8833001,medium,2900,away,IC
2019-04-18 08:17:15+02:00,8813003,8892007,medium,2800,back,IC
2019-04-18 11:20:15+02:00,8822111,8893401,medium,4100,back,IC
2019-04-18 11:20:06+02:00,8822004,8822111,high,4100,back,IC
2019-04-18 11:20:11+02:00,8822004,8822111,medium,4100,back,IC
2019-04-18 11:20:25+02:00,8893559,8892007,medium,4100,back,IC
2019-04-18 11:20:20+02:00,8893401,8893559,medium,4100,back,IC
2019-04-18 11:20:33+02:00,8892007,8891009,high,1800,back,IC
2019-04-18 11:20:37+02:00,8891009,8891702,high,1800,back,IC
2019-04-18 15:10:22+02:00,8813003,8814001,high,32200,back,S
2019-04-18 18:05:18+02:00,8891660,8892007,high,2800,away,IC
2019-04-18 19:04:32+02:00,8883006,8883113,low,3700,back,IC
2019-04-18 21:47:26+02:00,8833001,8891009,high,1500,back,IC
2019-04-18 21:47:34+02:00,8833001,8891009,high,1500,back,IC
2019-04-12 05:34:24+02:00,8895208,8895802,high,2300,away,IC
2019-04-12 07:22:17+02:00,8841004,8833001,medium,400,back,IC
2019-04-12 08:23:53+02:00,8813003,8814001,medium,400,back,IC
2019-04-12 08:23:50+02:00,8812005,8813003,medium,400,back,IC
2019-04-12 11:45:27+02:00,8863008,8812005,low,2400,back,IC
2019-04-12 11:48:41+02:00,8872009,8871100,low,3800,back,IC
2019-04-12 11:48:49+02:00,8863008,8874609,low,3800,back,IC
2019-04-12 11:48:45+02:00,8874609,8872009,low,3800,back,IC
2019-04-12 12:28:56+02:00,8893120,8892007,medium,700,away,IC
2019-04-12 12:50:21+02:00,8812005,8892007,low,500,back,IC
2019-04-12 12:50:59+02:00,8812005,8892007,medium,500,back,IC
2019-04-12 12:50:37+02:00,8812005,8892007,high,500,back,IC
2019-04-12 12:50:50+02:00,8812005,8813003,high,500,back,IC
2019-04-12 12:51:06+02:00,8812005,8892007,medium,500,back,IC
2019-04-12 16:30:11+02:00,8821600,8821006,medium,4300,back,IC
2019-04-12 18:51:26+02:00,8894508,8822772,low,2700,back,L
2019-08-17 12:14:43+02:00,8814001,8885001,high,1900,back,IC
2019-08-17 12:42:42+02:00,8883436,8886009,high,1900,back,IC
2019-08-17 13:01:47+02:00,8833001,8811288,low,23700,back,S
2019-08-17 17:31:27+02:00,8885704,8896008,low,19700,back,IC
2019-08-17 19:23:30+02:00,8821006,8896008,medium,700,away,IC
2019-04-15 05:41:43+02:00,8895208,8895802,high,2300,away,IC
2019-04-15 07:13:58+02:00,8892007,8812005,high,7000,away,P
2019-04-15 07:41:53+02:00,8863008,8861200,low,7600,away,P
2019-04-15 07:42:11+02:00,8811304,8811916,high,7600,away,P
2019-04-15 07:41:58+02:00,8861200,8811601,medium,7600,away,P
2019-04-15 07:42:01+02:00,8811601,8811304,high,7600,away,P
2019-04-15 07:42:20+02:00,8812005,8813003,medium,7600,away,P
2019-04-15 07:42:34+02:00,8811916,8812005,medium,7600,away,P
2019-04-15 07:42:25+02:00,8813003,8814001,medium,7600,away,P
2019-04-15 11:23:04+02:00,8871308,8814001,medium,2000,away,IC
2019-04-15 11:23:36+02:00,8871308,8814001,high,2000,away,IC
2019-04-15 15:02:32+02:00,8833209,8831401,low,8300,away,P
2019-04-15 15:13:39+02:00,8813003,8814001,high,32200,back,S
2019-04-15 20:50:58+02:00,8814001,8841004,medium,500,away,IC
2019-04-15 20:51:02+02:00,8814001,8841004,high,500,away,IC
2019-07-10 07:26:39+02:00,8814258,8814001,medium,2000,away,IC
2019-07-10 07:26:44+02:00,8814258,8814001,high,2000,away,IC
2019-07-10 09:16:51+02:00,8812005,8865003,high,2100,away,IC
2019-07-10 09:16:56+02:00,8812005,8865003,medium,2100,away,IC
2019-07-10 17:56:03+02:00,8812005,8833209,low,2200,away,IC
2019-07-10 20:48:45+02:00,8814001,8881000,low,3700,back,IC
2019-07-10 22:46:29+02:00,8831781,8832375,low,1500,back,IC
2019-07-10 22:46:21+02:00,8831765,8891009,low,1500,back,IC
2019-07-10 22:46:57+02:00,8831765,8891009,low,1500,back,IC
2019-07-10 22:46:41+02:00,8813003,8814001,low,1500,back,IC
2019-07-10 22:46:49+02:00,8891140,8891009,low,1500,back,IC
2019-07-10 23:51:26+02:00,8892007,8819406,low,2800,away,IC
2019-07-11 14:49:54+02:00,8892320,8892007,high,3000,back,IC
2019-07-11 15:52:55+02:00,8814001,8895455,high,8900,away,P
2019-07-11 16:54:03+02:00,8833001,8812005,low,500,back,IC
2019-07-11 17:02:02+02:00,8813003,8814001,medium,500,back,IC
2019-07-11 17:15:58+02:00,8822004,8821006,low,2000,away,IC
2019-07-11 17:43:03+02:00,8814001,8814258,medium,4500,back,IC
2019-07-11 19:25:21+02:00,8822004,8821121,high,2000,away,IC
2019-07-11 20:09:24+02:00,8813003,8833001,low,400,away,IC
2019-09-24 05:41:30+02:00,8895208,8895802,high,2300,away,IC
2019-09-24 05:45:37+02:00,8833001,8819406,medium,2600,back,IC
2019-09-24 05:45:41+02:00,8819406,8822004,medium,2600,back,IC
2019-09-24 06:44:44+02:00,8841400,8841202,low,445100,away,S
2019-09-24 07:19:51+02:00,8813003,8814001,low,7200,away,P
2019-09-24 07:23:02+02:00,8832409,8832433,low,7200,away,P
2019-09-24 07:31:25+02:00,8821006,8822004,medium,7200,back,P
2019-09-24 07:57:13+02:00,8833001,8812005,high,7300,away,P
2019-09-24 11:44:58+02:00,8400561,8821006,high,9300,away,THA
2019-09-24 12:07:45+02:00,8813003,8812005,low,500,away,IC
2019-09-24 12:08:09+02:00,8833001,8841004,low,500,away,IC
2019-09-24 12:08:05+02:00,8812005,8833001,medium,500,away,IC
2019-09-24 15:26:38+02:00,8813003,8814001,medium,3300,back,IC
2019-09-24 15:26:35+02:00,8812005,8813003,medium,3300,back,IC
2019-09-24 15:27:52+02:00,8813003,8814001,low,3300,back,IC
2019-09-24 15:39:51+02:00,8814001,8892601,high,2300,back,IC
2019-09-24 15:41:49+02:00,8833001,8814001,low,1500,back,IC
2019-09-24 16:28:07+02:00,8400058,8814001,low,9300,back,THA
2019-09-24 17:12:45+02:00,8892007,8895000,high,3600,away,IC
2019-09-24 18:29:06+02:00,8812005,8822004,high,4500,away,IC
2019-09-24 19:04:19+02:00,8814001,8822004,low,3100,away,IC
2019-09-24 22:00:30+02:00,8814001,8821006,low,4500,away,IC
2019-09-25 00:52:03+02:00,8833001,8812005,high,500,back,IC
2019-09-25 00:52:18+02:00,8833001,8812005,low,500,back,IC
2019-09-25 00:52:14+02:00,8841004,8833001,high,500,back,IC
2019-09-25 00:52:10+02:00,8812005,8813003,high,500,back,IC
2019-09-25 02:16:40+02:00,8896008,8814001,low,2300,away,IC
2019-07-31 07:12:01+02:00,8821006,8821063,low,4500,away,IC
2019-07-31 14:38:36+02:00,8813003,8812005,medium,2100,away,IC
2019-07-31 15:44:48+02:00,8861200,8863008,high,2100,away,IC
2019-07-31 16:23:04+02:00,8891629,8891033,high,500,away,L
2019-07-31 17:24:50+02:00,8891009,8892205,high,8900,back,P
2019-07-31 17:49:18+02:00,8821105,8821006,low,9200,away,IC
2019-07-31 18:35:57+02:00,8892007,8896149,high,700,away,IC
2019-07-31 19:15:32+02:00,8821006,8821121,high,700,away,IC
2019-07-31 21:22:19+02:00,8814001,8814118,low,11700,back,S
2019-05-30 08:51:00+02:00,8833001,8891009,high,1500,back,IC
2019-05-30 13:07:00+02:00,8832409,8832045,low,4400,away,IC
2019-05-30 13:07:05+02:00,8832409,8832045,low,4400,away,IC
2019-05-30 17:16:22+02:00,8814456,8811411,high,4000,away,IC
2019-05-30 20:50:54+02:00,8892205,8896800,low,800,away,IC
2019-05-30 22:02:16+02:00,8841004,8833001,low,500,back,IC
2019-09-15 14:40:26+02:00,8842002,8813003,high,500,back,IC
2019-09-15 19:00:48+02:00,8811601,8811734,low,203000,away,S
2019-09-15 20:47:25+02:00,8892080,8892007,low,800,away,L
2019-09-15 20:52:19+02:00,8015458,8011090,high,200,away,ICE
2019-12-27 08:03:18+01:00,8811411,8811304,medium,4000,away,IC
2019-12-27 08:04:11+01:00,8811411,8811304,low,4000,away,IC
2019-12-27 18:57:20+01:00,8814001,8883006,high,3700,back,IC
2019-12-27 18:57:16+01:00,8813003,8814001,high,3700,back,IC
2019-12-27 19:06:30+01:00,8819406,8895000,medium,3600,back,IC
2019-12-06 18:18:08+01:00,8813003,8814001,high,1700,back,IC
2019-12-06 18:18:20+01:00,8814001,8814308,high,1700,back,IC
2019-12-06 22:55:23+01:00,8811304,8811916,medium,86500,back,S
2019-09-22 08:14:13+02:00,8814001,8891702,low,500,back,IC
2019-09-22 12:05:40+02:00,8892007,8814001,medium,1500,away,IC
2019-09-22 19:29:31+02:00,8814001,8813003,high,500,away,IC
2019-09-22 19:31:55+02:00,8814001,8841004,high,500,away,IC
2019-09-22 20:25:06+02:00,8861200,8811601,low,2100,back,IC
2019-09-22 22:14:41+02:00,8895851,8814001,low,32200,away,S
2019-08-29 05:35:20+02:00,8895208,8895802,high,2300,away,IC
2019-08-29 07:06:12+02:00,8833001,8812005,high,1500,back,IC
2019-08-29 08:28:18+02:00,8896503,8896008,medium,700,back,IC
2019-08-29 08:53:40+02:00,8896008,8891009,high,2300,back,IC
2019-08-29 09:49:53+02:00,8821006,8819406,low,9200,away,IC
2019-08-29 10:26:18+02:00,8886074,8886066,high,4800,back,L
2019-08-29 13:13:31+02:00,8814001,8008094,medium,9400,away,THA
2019-08-29 15:36:49+02:00,8833001,8814001,high,1700,back,IC
2019-08-29 16:52:44+02:00,8819406,8895067,high,3600,back,IC
2019-08-29 18:45:15+02:00,8883006,8814001,high,3700,away,IC
2019-08-29 20:38:43+02:00,8892007,8891140,medium,2800,back,IC
2019-11-07 08:41:18+01:00,8833001,8813003,high,3600,back,IC
2019-11-07 08:41:27+01:00,8833001,8819406,medium,3600,back,IC
2019-11-07 08:41:31+01:00,8819406,8812005,high,3600,back,IC
2019-11-07 08:41:48+01:00,8833001,8813003,high,3600,back,IC
2019-11-07 08:41:34+01:00,8812005,8813003,medium,3600,back,IC
2019-11-07 08:41:37+01:00,8813003,8814001,low,3600,back,IC
2019-11-07 08:42:00+01:00,8833001,8813003,high,1500,back,IC
2019-11-07 08:42:12+01:00,8812005,8813003,medium,1500,back,IC
2019-11-07 08:42:08+01:00,8812005,8813003,high,1500,back,IC
2019-11-07 08:42:18+01:00,8813003,8814001,low,1500,back,IC
2019-11-07 08:42:31+01:00,8833001,8813003,high,7400,away,P
2019-11-07 08:42:39+01:00,8812005,8813003,high,7400,away,P
2019-11-07 08:42:46+01:00,8812005,8813003,medium,7400,away,P
2019-11-07 08:42:43+01:00,8813003,8814001,low,7400,away,P
2019-11-07 08:44:15+01:00,8812005,8833001,high,400,away,IC
2019-11-07 11:35:25+01:00,8833001,8812005,medium,1500,back,IC
2019-11-07 11:43:41+01:00,8812005,8813003,low,1500,back,IC
2019-11-07 11:48:49+01:00,8813003,8814001,high,1500,back,IC
2019-11-07 11:54:35+01:00,8814001,8892007,low,1500,back,IC
2019-11-07 12:22:18+01:00,8892007,8891140,low,1500,back,IC
2019-11-07 12:36:18+01:00,8891140,8891009,low,1500,back,IC
2019-11-07 12:50:44+01:00,8891009,8891405,low,1500,back,IC
2019-11-07 16:44:08+01:00,8811155,8811189,high,53300,away,S
2019-11-07 17:55:14+01:00,8813003,8400058,low,9200,away,IC
2019-11-07 17:55:38+01:00,8813003,8400058,low,9200,away,IC
2019-11-07 17:55:48+01:00,8812005,8819406,low,9200,away,IC
2019-11-07 17:59:13+01:00,8813003,8819406,medium,1900,away,IC
2019-11-07 17:59:22+01:00,8812005,8811213,medium,1900,away,IC
2019-11-07 17:59:32+01:00,8811221,8819406,medium,1900,away,IC
2019-11-07 17:59:38+01:00,8813003,8819406,medium,1900,away,IC
2019-11-07 17:59:29+01:00,8811213,8811221,medium,1900,away,IC
2019-11-07 18:00:07+01:00,8813003,8814001,high,23700,back,S
2019-11-07 18:00:11+01:00,8814001,8814373,high,23700,back,S
2019-11-07 18:02:16+01:00,8812005,8833001,high,500,away,IC
2019-11-07 18:02:09+01:00,8813003,8833001,high,500,away,IC
2019-11-07 18:02:19+01:00,8833001,8841004,low,500,away,IC
2019-11-07 18:02:44+01:00,8813003,8833001,high,500,away,IC
2019-10-18 09:02:58+02:00,8811007,8812005,high,3100,back,IC
2019-10-18 14:15:10+02:00,8813003,8812005,low,1500,away,IC
2019-10-18 14:23:47+02:00,8812005,8833001,medium,1500,away,IC
2019-11-26 07:38:16+01:00,8822004,8811163,medium,53500,back,S
2019-11-26 08:02:59+01:00,8811189,8811163,medium,42100,away,S
2019-11-26 08:07:46+01:00,8883006,8814001,high,7800,away,P
2019-11-26 16:13:10+01:00,8821006,8894201,high,3000,away,IC
2019-06-30 17:25:59+02:00,8821121,8814258,low,4500,back,IC
2019-06-30 19:34:22+02:00,8891009,8891140,high,2800,away,IC
2019-06-30 19:44:50+02:00,8821006,8813003,low,11700,back,S
2019-06-30 20:37:34+02:00,8831005,8891405,low,1500,back,IC
2019-06-30 21:53:05+02:00,8813003,8814001,medium,1500,back,
2019-11-12 13:06:55+01:00,8891702,8891009,medium,500,away,IC
2019-11-12 21:40:54+01:00,8813003,8833001,low,1700,away,IC
2019-11-12 21:41:02+01:00,8813003,8812005,low,1700,away,IC
2019-11-12 21:44:12+01:00,8813003,8812005,medium,1700,away,IC
2019-11-12 21:44:19+01:00,8833001,8833308,low,1700,away,IC
2019-11-12 21:44:04+01:00,8813003,8833001,high,1700,away,IC
2019-11-12 21:44:16+01:00,8812005,8833001,high,1700,away,IC
2019-06-14 10:52:01+02:00,8841004,8892007,low,400,back,IC
2019-06-14 13:04:20+02:00,8812005,8833001,high,500,away,IC
2019-06-14 16:36:56+02:00,8896149,8896008,medium,700,away,IC
2019-06-14 17:47:26+02:00,8821717,8832664,low,4300,away,IC
2019-06-14 17:59:23+02:00,8832433,8832664,low,4300,away,IC
2019-06-14 18:34:13+02:00,8811916,8819406,medium,2500,back,IC
2019-07-08 05:34:55+02:00,8895208,8895802,high,2300,away,IC
2019-07-08 12:38:00+02:00,8892007,8891009,low,500,back,IC
2019-07-08 15:03:52+02:00,8813003,8814001,high,2300,back,IC
2019-07-08 17:09:45+02:00,8811411,8811601,medium,83900,away,S
2019-07-08 17:34:19+02:00,8833001,8831765,low,8300,away,P
2019-07-08 17:34:00+02:00,8833001,8831765,high,8300,away,P
2019-04-02 06:12:38+02:00,8895208,8895455,high,7900,away,P
2019-04-02 06:54:32+02:00,8896149,8892007,medium,7000,away,P
2019-04-02 07:35:54+02:00,8831039,8831807,medium,1500,back,IC
2019-04-02 07:35:46+02:00,8831039,8831807,medium,1500,back,IC
2019-04-02 07:35:59+02:00,8833605,8833308,medium,1500,back,IC
2019-04-02 07:36:03+02:00,8831039,8833001,medium,1500,back,IC
2019-04-02 07:35:51+02:00,8831807,8833605,medium,1500,back,IC
2019-04-02 07:36:21+02:00,8833001,8812005,medium,1500,back,IC
2019-04-02 07:36:17+02:00,8833308,8833001,medium,1500,back,IC
2019-04-02 08:01:19+02:00,8821659,8821121,high,332900,back,S
2019-04-02 15:14:55+02:00,8813003,8814001,high,32200,back,S
2019-04-02 15:25:47+02:00,8872009,8873122,high,643900,away,S
2019-04-02 16:02:43+02:00,8822004,8822459,medium,2700,back,L
2019-04-02 16:51:47+02:00,8822004,8822426,high,8000,back,P
2019-04-02 16:51:51+02:00,8822004,8822426,high,8000,back,P
2019-04-02 16:51:44+02:00,8822004,8822426,high,8000,back,P
2019-04-02 16:51:54+02:00,8822004,8822426,high,8000,back,P
2019-04-02 16:51:58+02:00,8822004,8822426,high,8000,back,P
2019-04-02 16:52:44+02:00,8822004,8811189,high,3300,back,IC
2019-04-02 16:52:24+02:00,8822004,8822053,high,8300,back,P
2019-04-02 16:52:34+02:00,8822004,8811189,high,3300,back,IC
2019-04-02 17:25:11+02:00,8821006,8813003,medium,2000,back,IC
2019-04-02 18:22:26+02:00,8892007,8891140,high,2800,back,IC
2019-04-02 18:22:31+02:00,8814001,8892007,high,2800,back,IC
2019-04-02 18:22:35+02:00,8814001,8892007,high,2800,back,IC
2019-04-02 18:30:53+02:00,8814001,8814118,high,11900,back,S
2019-06-21 08:33:54+02:00,8822004,8813003,low,3100,back,IC
2019-06-21 11:19:17+02:00,8833001,8833308,medium,1500,away,IC
2019-06-21 11:20:14+02:00,8833605,8831807,high,1500,away,IC
2019-06-21 11:21:36+02:00,8833308,8833605,medium,1500,away,IC
2019-06-21 11:22:15+02:00,8832375,8831781,high,1500,away,IC
2019-06-21 14:18:17+02:00,8814001,8892601,low,2300,back,IC
2019-06-21 17:01:28+02:00,8821006,8821063,high,32400,away,S
2019-06-21 18:59:50+02:00,8891009,8892007,high,500,away,IC
2019-06-21 19:30:47+02:00,8892007,8893120,low,700,back,IC
2019-06-21 19:30:50+02:00,8892007,8821006,low,700,back,IC
2019-08-07 05:53:35+02:00,8892007,8814001,high,2800,away,IC
2019-08-07 08:20:37+02:00,8821600,8833001,low,2900,away,IC
2019-08-07 08:33:04+02:00,8833126,8833001,medium,206400,away,S
2019-08-07 10:32:40+02:00,8814308,8814340,high,23600,away,S
2019-08-07 10:32:35+02:00,8814332,8814308,high,23600,away,S
2019-08-07 16:10:02+02:00,8812005,8883808,medium,3400,back,IC
2019-08-07 16:10:06+02:00,8812005,8883808,high,3400,back,IC
2019-08-07 17:21:59+02:00,8813003,8812005,medium,8400,away,P
2019-08-07 17:22:06+02:00,8833001,8833308,low,8400,away,P
2019-08-07 17:22:02+02:00,8812005,8833001,high,8400,away,P
2019-08-07 22:49:00+02:00,8831807,8833001,medium,1500,back,IC
2019-08-07 23:30:29+02:00,8891009,8891702,high,1800,back,IC
2019-09-09 07:31:46+02:00,8891140,8892007,medium,1500,away,IC
2019-09-09 09:28:39+02:00,8811189,8811155,medium,53300,back,S
2019-09-09 11:20:13+02:00,8833001,8814001,high,3600,back,IC
2019-09-09 11:22:58+02:00,8833001,8814001,medium,3600,back,IC
2019-09-09 11:36:46+02:00,8891702,8891009,low,1800,away,IC
2019-09-09 11:36:43+02:00,8891009,8892007,low,1800,away,IC
2019-09-09 16:00:34+02:00,8812005,8831401,medium,8300,away,P
2019-09-09 16:03:41+02:00,8872009,8822004,low,2000,away,IC
2019-09-09 16:49:18+02:00,8885001,8884715,high,8800,away,P
2019-09-09 17:03:56+02:00,8812005,8813003,low,8000,away,P
2019-09-09 17:22:15+02:00,8812229,8895802,medium,102000,away,S
2019-09-09 18:04:11+02:00,8892007,8892080,medium,3000,away,IC
2019-09-09 18:04:20+02:00,8892007,8892080,high,3000,away,IC
2019-09-09 20:14:34+02:00,8833001,8895802,low,3600,back,IC
2019-04-27 08:56:41+02:00,8814001,8814373,high,23700,back,S
2019-04-27 11:01:48+02:00,8822475,8822426,low,4100,back,IC
2019-04-27 15:15:06+02:00,8891009,8814001,medium,500,away,IC
2019-04-27 17:04:11+02:00,8821121,8833209,high,2900,away,IC
2019-04-27 18:24:17+02:00,8821006,8821105,low,9200,away,IC
2019-04-27 18:35:30+02:00,8833001,8812005,high,500,back,IC
2019-05-28 06:47:17+02:00,8842036,8841004,low,7400,away,P
2019-05-28 06:56:52+02:00,8894201,8894235,high,3200,back,IC
2019-05-28 15:24:55+02:00,8814001,8883311,high,1900,back,IC
2019-05-28 16:46:34+02:00,8814001,8892338,medium,8000,away,P
2019-05-28 17:11:38+02:00,8893559,8893542,medium,3600,away,IC
2019-11-25 07:31:11+01:00,8863008,8811916,medium,2100,back,IC
2019-11-25 08:38:49+01:00,8833001,8813003,high,1500,back,IC
2019-11-25 08:39:05+01:00,8833001,8813003,high,7400,away,P
2019-11-25 08:39:06+01:00,8833001,8813003,high,7400,away,P
2019-11-25 08:39:26+01:00,8812005,8813003,medium,1500,back,IC
2019-11-25 08:39:13+01:00,8833001,8813003,high,3600,back,IC
2019-11-25 08:39:33+01:00,8813003,8814001,low,1500,back,IC
2019-11-25 16:49:45+01:00,8811163,8811189,medium,42100,back,S
2019-11-25 17:02:28+01:00,8811189,8822343,high,11900,away,S
2019-04-11 15:34:32+02:00,8894508,8891702,low,1800,back,IC
2019-04-11 17:15:34+02:00,8892007,8814001,low,400,away,IC
2019-04-11 21:45:30+02:00,8812005,8881000,low,3700,back,IC
2019-10-29 17:34:10+01:00,8833001,8841004,low,400,away,IC
2019-10-29 17:34:02+01:00,8813003,8812005,high,400,away,IC
2019-10-29 17:34:07+01:00,8812005,8833001,high,400,away,IC
2019-04-20 10:55:44+02:00,8819406,8812005,high,1900,back,IC
