querytime,from,to,occupancy,train_series,train_direction,train_type
2019-03-09 12:59:31+01:00,8821535,8821543,high,322500,back,S
2019-03-09 12:59:52+01:00,8821444,8821451,low,322500,back,S
2019-03-09 13:19:15+01:00,8821121,8821196,low,322500,back,S
2019-03-10 01:22:55+01:00,8815040,8812161,low,103800,back,S
2019-02-08 07:23:45+01:00,8893401,8822004,high,500,away,L
2019-02-08 07:38:19+01:00,8814001,8819406,high,2800,away,IC
2019-02-08 07:47:31+01:00,8811601,8811304,medium,2100,back,IC
2019-02-08 07:59:43+01:00,8831005,8813003,low,2200,back,IC
2019-02-08 08:29:47+01:00,8872611,8811825,high,614500,back,S
2019-02-08 12:00:02+01:00,8811247,8811254,low,23600,away,S
2019-02-08 15:16:27+01:00,8891702,8891009,low,1800,away,IC
2019-02-08 16:15:39+01:00,8891702,8896800,low,2300,away,IC
2019-02-08 16:15:59+01:00,8891702,8896800,low,2300,away,IC
2019-02-08 16:48:17+01:00,8895646,8895638,medium,68500,away,S
2019-02-08 17:40:36+01:00,8812005,8833001,high,400,away,IC
2019-02-08 17:46:03+01:00,8812005,8811916,low,2100,away,IC
2019-02-08 18:45:02+01:00,8821006,8821121,low,3000,away,IC
2019-02-08 21:47:26+01:00,8896503,8896008,medium,700,back,IC
2019-01-16 08:11:42+01:00,8892007,8814001,low,7000,away,P
2019-01-16 08:17:01+01:00,8872009,8814001,high,4500,away,IC
2019-01-16 10:51:49+01:00,8821832,8833209,low,2900,away,IC
2019-01-16 11:37:25+01:00,8821337,8822004,high,11700,back,S
2019-01-16 11:37:59+01:00,8821311,8822210,high,11700,back,S
2019-01-16 11:37:55+01:00,8821337,8821311,medium,11700,back,S
2019-01-16 12:25:22+01:00,8814001,8821006,low,4500,away,IC
2019-01-16 14:13:20+01:00,8813003,8814001,low,32200,back,S
2019-01-16 18:55:36+01:00,8895000,8895091,low,42100,back,S
2019-01-16 18:56:21+01:00,8812245,8812237,low,42100,back,S
2019-01-16 18:57:53+01:00,8833126,8833134,low,203000,back,S
2019-01-16 18:57:48+01:00,8833001,8833126,medium,203000,back,S
2019-01-16 18:57:57+01:00,8833134,8833159,low,203000,back,S
2019-01-16 18:58:02+01:00,8833159,8811775,low,203000,back,S
2019-01-16 18:58:06+01:00,8811775,8811767,low,203000,back,S
2019-02-16 10:07:48+01:00,8892007,8821006,low,1800,away,IC
2019-02-16 11:47:24+01:00,8832458,8832433,high,4300,away,IC
2019-02-16 11:47:28+01:00,8832458,8832433,low,4300,away,IC
2019-02-16 16:38:18+01:00,8821006,8832003,high,4300,away,IC
2019-02-16 17:35:55+01:00,8814001,8813003,low,11700,away,S
2019-02-16 17:59:18+01:00,8821659,8821121,high,4200,away,IC
2019-02-16 20:43:41+01:00,8811270,8833001,low,23700,away,S
2019-02-17 00:21:23+01:00,8819406,8813003,low,3600,back,IC
2019-01-06 08:44:50+01:00,8821600,8821832,low,2900,away,IC
2019-01-06 21:12:35+01:00,8814001,8833001,medium,1500,away,IC
2019-01-06 21:31:01+01:00,8821006,8814001,low,9300,back,THA
2019-01-14 07:35:48+01:00,8811221,8812005,high,23700,back,S
2019-01-14 08:10:35+01:00,8841004,8811601,medium,2400,back,IC
2019-01-14 08:10:42+01:00,8811601,8811676,high,86300,away,S
2019-01-14 08:11:17+01:00,8812047,8811304,high,42100,back,S
2019-01-14 08:14:05+01:00,8811528,8811445,medium,817600,away,S
2019-01-14 08:39:30+01:00,8821071,8821063,high,4500,back,IC
2019-01-14 08:47:31+01:00,8861200,8864501,medium,2100,away,IC
2019-01-14 09:32:13+01:00,8821006,8831310,low,2600,away,IC
2019-01-14 13:18:44+01:00,8833209,8831401,low,2200,away,IC
2019-01-14 13:18:37+01:00,8812005,8833209,low,2200,away,IC
2019-01-14 13:18:48+01:00,8831401,8831005,low,2200,away,IC
2019-01-14 13:18:29+01:00,8831138,8831310,low,2200,away,IC
2019-01-14 13:18:53+01:00,8831005,8831112,low,2200,away,IC
2019-01-14 14:44:47+01:00,8821147,8821246,low,11900,back,S
2019-01-14 18:35:59+01:00,8811916,8811304,medium,8600,back,P
2019-01-14 18:36:05+01:00,8811304,8811601,high,8600,back,P
2019-01-14 19:10:58+01:00,8892007,8893013,low,2200,away,IC
2019-01-15 06:28:23+01:00,8892007,8814001,high,7000,away,P
2019-01-15 06:28:28+01:00,8892031,8892007,medium,7000,away,P
2019-01-15 06:28:32+01:00,8892056,8892031,low,7000,away,P
2019-01-15 07:17:46+01:00,8892007,8813003,high,500,away,IC
2019-01-15 07:17:39+01:00,8811601,8811304,medium,2400,back,IC
2019-01-15 07:17:53+01:00,8892007,8813003,high,1500,away,IC
2019-01-15 08:36:24+01:00,8833001,8813003,high,1700,back,IC
2019-01-15 09:29:02+01:00,8843307,8863404,low,3800,back,IC
2019-01-15 09:29:06+01:00,8843208,8843307,low,3800,back,IC
2019-01-15 09:29:09+01:00,8841004,8843208,low,3800,back,IC
2019-01-15 09:29:15+01:00,8863404,8863008,medium,3800,back,IC
2019-01-15 09:29:20+01:00,8874609,8872009,low,3800,back,IC
2019-01-15 15:16:28+01:00,8831005,8831401,high,2200,back,IC
2019-01-15 15:16:43+01:00,8813003,8814001,high,32200,back,S
2019-01-15 16:43:39+01:00,8813003,8814001,high,2800,back,IC
2019-01-15 17:36:09+01:00,8812005,8833308,high,8400,away,P
2019-01-15 17:42:44+01:00,8813003,8833001,high,8400,away,P
2019-01-15 17:42:44+01:00,8813003,8833001,high,8400,away,P
2019-01-15 17:58:31+01:00,8833001,8833126,medium,203000,back,S
2019-03-23 10:56:16+01:00,8843208,8841558,low,3800,away,IC
2019-03-23 22:45:47+01:00,8883808,8883006,low,3400,back,IC
2019-02-23 07:13:56+01:00,8892007,8814001,high,500,away,IC
2019-02-23 07:14:39+01:00,8892007,8814001,high,500,away,IC
2019-02-23 09:26:23+01:00,8821238,8822343,high,3100,back,IC
2019-02-23 14:37:15+01:00,8892007,8814001,low,2800,away,IC
2019-02-23 16:04:44+01:00,8819406,8833001,low,3600,away,IC
2019-02-23 17:24:18+01:00,8814001,8881166,low,3700,back,IC
2019-02-23 18:08:55+01:00,8891009,8812005,high,500,away,IC
2019-02-23 23:45:47+01:00,8833001,8833308,high,1500,away,IC
2019-01-29 07:42:26+01:00,8811601,8811304,high,7600,away,P
2019-01-29 08:15:50+01:00,8812070,8814001,low,103800,away,S
2019-01-29 08:40:31+01:00,8896008,8819406,low,2300,away,IC
2019-01-29 12:12:19+01:00,8811528,8811411,low,83900,back,S
2019-01-29 15:12:14+01:00,8813003,8895208,high,32200,back,S
2019-01-29 15:12:38+01:00,8813003,8895208,high,2300,back,IC
2019-01-29 15:13:01+01:00,8813003,8895208,high,2300,back,IC
2019-01-29 16:08:26+01:00,8822608,8894508,medium,7000,back,P
2019-01-29 16:17:46+01:00,8814001,8883006,medium,8800,away,P
2019-01-29 16:18:28+01:00,8814001,8872009,high,2000,back,IC
2019-01-29 16:21:57+01:00,8811916,8811304,low,8600,away,P
2019-01-29 17:01:57+01:00,8814001,8833001,high,500,away,IC
2019-01-29 17:02:05+01:00,8814001,8833001,high,8400,away,P
2019-01-29 17:31:58+01:00,8812005,8814357,medium,23700,back,S
2019-01-29 17:51:51+01:00,8812005,8811916,low,8600,away,P
2019-01-29 17:51:57+01:00,8811916,8811304,low,8600,away,P
2019-01-29 17:52:01+01:00,8811304,8811601,low,8600,away,P
2019-01-29 18:22:13+01:00,8833001,8833126,medium,206400,back,S
2019-01-29 19:47:12+01:00,8814001,8863008,low,2100,away,IC
2019-01-29 20:06:47+01:00,8812005,8844008,high,500,away,IC
2019-01-29 21:06:55+01:00,8812005,8811213,high,1900,away,IC
2019-01-29 21:40:29+01:00,8895836,8893559,low,3600,back,IC
2019-01-29 22:27:04+01:00,8894508,8892007,low,1800,back,IC
2019-01-09 06:54:54+01:00,8894425,8894433,high,342600,back,S
2019-01-09 07:24:19+01:00,8814308,8814001,high,3400,away,IC
2019-01-09 07:27:06+01:00,8894508,8821006,medium,3000,back,IC
2019-01-09 07:39:14+01:00,8811221,8812005,high,23700,back,S
2019-01-09 08:09:24+01:00,8812047,8811304,high,42100,back,S
2019-01-09 16:42:51+01:00,8892007,8896008,medium,8000,away,P
2019-03-30 05:23:21+01:00,8821006,8821121,low,2600,away,IC
2019-03-30 09:53:34+01:00,8833258,8833266,medium,2600,away,IC
2019-03-30 16:42:42+01:00,8891009,8814001,high,500,away,IC
2019-03-30 16:54:11+01:00,8892007,8891660,low,2800,back,IC
2019-03-25 07:51:06+01:00,8822517,8833001,low,2700,back,L
2019-03-25 08:05:38+01:00,8833001,8813003,high,400,back,IC
2019-03-25 08:13:15+01:00,8822426,8822004,high,4100,back,IC
2019-03-25 09:35:53+01:00,8822228,8822210,high,11900,away,S
2019-03-25 09:36:28+01:00,8822228,8822210,low,11900,away,S
2019-03-25 11:02:49+01:00,8891009,8896008,low,800,away,IC
2019-03-25 14:41:53+01:00,8885001,8885522,high,4600,back,L
2019-03-25 14:41:49+01:00,8885522,8884855,high,4600,back,L
2019-03-25 19:25:05+01:00,8833001,8812005,low,500,back,IC
2019-03-25 22:34:01+01:00,8894508,8894433,low,3200,back,IC
2019-03-25 23:41:58+01:00,8893039,8893013,high,2200,back,IC
2019-01-05 16:14:32+01:00,8874005,8874609,low,3800,away,IC
2019-01-05 16:14:28+01:00,8872009,8874005,low,3800,away,IC
2019-01-05 16:14:44+01:00,8874724,8863008,low,3800,away,IC
2019-01-05 16:14:40+01:00,8874716,8874724,low,3800,away,IC
2019-01-05 19:09:07+01:00,8814001,8872009,high,3100,back,IC
2019-01-05 19:09:30+01:00,8814001,8872009,high,3100,back,IC
2019-01-01 18:29:57+01:00,8892007,8896008,low,700,away,IC
2019-01-01 22:12:47+01:00,8814258,8813003,low,2000,away,IC
2019-01-01 22:19:33+01:00,8814258,8813003,medium,2000,away,IC
2019-03-06 05:42:18+01:00,8895208,8895802,high,2300,away,IC
2019-03-06 13:17:11+01:00,8891140,8891009,medium,2800,back,IC
2019-03-06 13:17:19+01:00,8891140,8891009,medium,2800,back,IC
2019-03-06 13:43:39+01:00,8833001,8833308,low,1500,away,IC
2019-03-06 15:17:09+01:00,8813003,8814001,high,2300,back,IC
2019-01-20 17:34:15+01:00,8821006,8833001,medium,2600,away,IC
2019-01-20 19:28:46+01:00,8822004,8822343,low,3100,away,IC
2019-01-20 19:28:50+01:00,8822343,8821238,low,3100,away,IC
2019-01-21 00:58:49+01:00,8813003,8833001,high,500,away,IC
2019-01-27 12:03:43+01:00,8814001,8866001,high,2100,away,IC
2019-01-27 12:03:56+01:00,8814001,8866001,low,2100,away,IC
2019-01-27 12:04:11+01:00,8814001,8866001,low,2100,away,IC
2019-01-27 12:04:02+01:00,8814001,8866001,low,2100,away,IC
2019-01-27 20:05:37+01:00,8821105,8821006,medium,9200,away,IC
2019-02-06 05:55:03+01:00,8814159,8814167,medium,11900,back,S
2019-02-06 07:57:43+01:00,8885001,8881000,low,4600,back,L
2019-02-06 09:15:48+01:00,8833001,8819406,high,3600,back,IC
2019-02-06 09:16:08+01:00,8833001,8819406,low,3600,back,IC
2019-02-06 11:11:21+01:00,8892452,8892007,low,3000,back,IC
2019-02-06 11:57:41+01:00,8812005,8811411,low,86500,away,S
2019-02-06 17:11:57+01:00,8813003,8892007,medium,8000,away,P
2019-02-06 17:16:00+01:00,8813003,8833001,high,8400,away,P
2019-02-06 17:28:54+01:00,8831401,8831005,high,2200,away,IC
2019-02-06 17:28:47+01:00,8831401,8831005,low,2200,away,IC
2019-01-04 17:03:01+01:00,8814001,8822004,high,11900,away,S
2019-01-04 17:04:46+01:00,8821006,8892007,high,1800,back,IC
2019-01-04 19:02:39+01:00,8892007,8814001,high,500,away,IC
2019-01-04 19:12:04+01:00,8813003,8814209,medium,2000,back,IC
2019-01-04 23:36:37+01:00,8813003,8891702,high,500,back,IC
2019-02-03 15:43:57+01:00,8821006,8894508,low,53600,back,S
2019-02-03 15:44:05+01:00,8821006,8894508,low,53600,back,S
2019-01-07 06:11:45+01:00,8842002,8813003,medium,400,back,IC
2019-01-07 06:37:36+01:00,8883311,8814308,high,1900,away,IC
2019-01-07 07:09:31+01:00,8821519,8821196,high,32400,back,S
2019-01-07 07:39:00+01:00,8811221,8812005,high,23700,back,S
2019-01-07 07:39:10+01:00,8811221,8812005,high,23700,back,S
2019-01-07 08:31:57+01:00,8833126,8833001,medium,206400,away,S
2019-01-07 11:43:05+01:00,8814001,8892007,low,400,back,IC
2019-01-07 15:09:07+01:00,8813003,8814001,high,32200,back,S
2019-01-07 16:28:57+01:00,8821089,8821071,high,32400,away,S
2019-01-07 16:29:01+01:00,8821071,8821543,high,32400,away,S
2019-01-07 16:29:06+01:00,8821543,8821535,high,32400,away,S
2019-01-07 16:29:10+01:00,8821535,8821519,high,32400,away,S
2019-01-07 16:29:33+01:00,8812005,8811916,low,83900,away,S
2019-01-07 17:34:55+01:00,8891009,8896800,high,8900,back,P
2019-01-18 05:41:06+01:00,8895208,8895802,high,2300,away,IC
2019-01-18 06:22:16+01:00,8812005,8811411,medium,83900,away,S
2019-01-18 07:02:41+01:00,8861515,8811601,high,7600,away,P
2019-01-18 07:26:07+01:00,8831401,8812005,medium,2200,back,IC
2019-01-18 10:30:40+01:00,8872009,8874609,medium,3800,away,IC
2019-01-18 10:30:55+01:00,8872009,8874609,high,900,away,IC
2019-01-18 10:37:47+01:00,8819406,8883113,low,3700,back,IC
2019-01-18 12:51:26+01:00,8891140,8814001,low,1500,away,IC
2019-01-18 14:54:31+01:00,8813003,8813037,low,11700,back,S
2019-01-18 19:12:51+01:00,8814001,8872009,low,2000,back,IC
2019-01-18 20:09:10+01:00,8814001,8833001,low,500,away,IC
2019-01-18 20:59:20+01:00,8893120,8896503,high,700,away,IC
2019-02-12 07:55:22+01:00,8831005,8831401,medium,7300,away,P
2019-02-12 08:31:16+01:00,8821121,8822004,high,4500,back,IC
2019-02-12 08:31:23+01:00,8822004,8812005,high,4500,back,IC
2019-02-12 08:32:02+01:00,8821006,8821121,medium,4500,back,IC
2019-02-12 08:32:46+01:00,8821121,8822004,low,2000,back,IC
2019-02-12 15:58:47+01:00,8814001,8813003,low,8300,away,P
2019-02-12 15:58:42+01:00,8812005,8833001,low,8300,away,P
2019-02-12 15:58:51+01:00,8813003,8812005,low,8300,away,P
2019-02-12 17:23:25+01:00,8813003,8814001,high,1700,back,IC
2019-02-12 19:08:49+01:00,8813003,8812005,low,4500,away,IC
2019-02-14 09:12:56+01:00,8831401,8833001,low,2600,back,IC
2019-02-14 14:07:30+01:00,8822004,8831005,medium,2600,away,IC
2019-02-14 14:33:40+01:00,8814001,8814308,medium,1700,back,IC
2019-02-14 15:32:19+01:00,8814456,8814258,high,93200,back,S
2019-02-14 15:32:30+01:00,8892007,8891009,low,500,back,L
2019-02-14 15:33:07+01:00,8814456,8814464,low,93200,back,S
2019-02-14 15:33:14+01:00,8814456,8814258,low,93200,back,S
2019-02-14 15:33:36+01:00,8892007,8891009,low,500,back,IC
2019-02-14 15:33:55+01:00,8812005,8895505,low,61500,back,S
2019-02-14 15:34:24+01:00,8814456,8814258,low,93200,back,S
2019-02-14 19:11:29+01:00,8896149,8892007,medium,400,away,IC
2019-02-14 22:34:39+01:00,8832409,8832458,medium,7200,away,P
2019-01-28 05:40:56+01:00,8895208,8813003,high,2300,away,IC
2019-01-28 05:41:08+01:00,8895208,8895802,high,2300,away,IC
2019-01-28 07:29:19+01:00,8811601,8811304,low,2400,back,IC
2019-01-28 07:51:30+01:00,8811601,8811916,high,2100,back,IC
2019-01-28 07:57:12+01:00,8896800,8891702,high,2300,back,IC
2019-01-28 08:40:35+01:00,8822004,8819406,medium,9200,away,IC
2019-01-28 12:09:01+01:00,8891702,8891009,low,1800,away,IC
2019-01-28 16:46:56+01:00,8813003,8812005,high,9200,away,IC
2019-01-28 17:37:00+01:00,8813003,8812005,low,8300,away,P
2019-01-28 17:41:56+01:00,8812005,8833001,medium,8300,away,P
2019-01-28 17:42:12+01:00,8833001,8833308,low,8300,away,P
2019-01-28 18:45:48+01:00,8811916,8811304,medium,83900,away,S
2019-01-28 18:45:44+01:00,8812005,8811916,low,83900,away,S
2019-01-28 18:45:52+01:00,8811304,8811411,medium,83900,away,S
2019-01-28 18:46:00+01:00,8811411,8811437,medium,83900,away,S
2019-01-31 07:10:12+01:00,8895208,8895422,high,32200,away,S
2019-01-31 08:43:22+01:00,8811171,8811304,medium,53300,back,S
2019-01-31 15:58:20+01:00,8822004,8822608,high,8300,back,P
2019-01-31 16:06:53+01:00,8812161,8812153,low,103800,away,S
2019-01-31 17:28:13+01:00,8814001,8814308,high,1700,back,IC
2019-01-31 17:28:09+01:00,8813003,8814001,high,1700,back,IC
2019-01-31 19:23:26+01:00,8841004,8861200,medium,2400,back,IC
